Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
1996-08-28,40.50134155759773,40.539157936269625,40.331167853574215,40.34062194824219,227600,28,2,35,8,1996
1996-08-29,40.29335546188806,40.29335546188806,39.70720153447439,39.94355392456055,680200,29,3,35,8,1996
1996-08-30,39.93410258554323,39.94355668179928,39.40467319520459,39.5275764465332,1500900,30,4,35,8,1996
1996-09-03,39.007574841096826,39.83953475045614,38.95085030182233,39.78281021118164,1782000,3,1,36,9,1996
1996-09-04,39.782839435457845,40.38790163219485,39.62211978944958,39.820655822753906,930200,4,2,36,9,1996
1996-09-05,39.63157800859169,39.79229767131737,39.3385009765625,39.3385009765625,616600,5,3,36,9,1996
1996-09-06,39.480298227608486,40.0380897973951,39.41411956678635,39.896278381347656,804900,6,4,36,9,1996
1996-09-09,40.0475563567472,40.37844976384969,39.9813776753267,40.368995666503906,719200,9,0,37,9,1996
1996-09-10,40.312269823955624,40.482443570867254,40.16100427114528,40.3500862121582,669900,10,1,37,9,1996
1996-09-11,40.27444194214208,40.614789338836246,40.17990099861593,40.57697296142578,713500,11,2,37,9,1996
1996-09-12,40.69042960276818,40.983506581784404,40.633705026184394,40.86060333251953,713300,12,3,37,9,1996
1996-09-13,41.33331923019701,41.52240120288776,41.219870046582564,41.48458480834961,2008800,13,4,37,9,1996
1996-09-16,41.54130420979319,41.84383532829874,41.484579625073394,41.63584518432617,1220200,16,0,38,9,1996
1996-09-17,41.673632295770865,41.73981093144927,41.286014572511654,41.54127502441406,604700,17,1,38,9,1996
1996-09-18,41.48458739064639,41.598036581322724,41.276597207739776,41.43731689453125,225500,18,2,38,9,1996
1996-09-19,41.37112415660511,41.62638474897905,41.31439958052202,41.5980224609375,410000,19,3,38,9,1996
1996-09-20,41.717074329316304,41.83110733431671,41.584035823482495,41.745582580566406,948400,20,4,38,9,1996
1996-09-23,41.641052664737664,41.81210217362979,41.45099765485753,41.736080169677734,466800,23,0,39,9,1996
1996-09-24,41.698054258711,42.11617513094967,41.546010305169666,41.7265625,1269800,24,1,39,9,1996
1996-09-25,41.92610768529573,41.92610768529573,41.660030845951155,41.75505828857422,1353300,25,2,39,9,1996
1996-09-26,41.81210217362979,42.07817918746198,41.59353891226763,41.736080169677734,773200,26,3,39,9,1996
1996-09-27,41.793083864304016,41.793083864304016,41.58402341750668,41.774078369140625,407600,27,4,39,9,1996
1996-09-30,41.831107674617805,42.00215718350992,41.70757191819572,41.736080169677734,578200,30,0,40,9,1996
1996-10-01,41.78357821011889,41.992638642373294,41.62203151246776,41.96413040161133,561400,1,1,40,10,1996
1996-10-02,42.116198527292795,42.32525907954921,42.059182013041045,42.249237060546875,609000,2,2,40,10,1996
1996-10-03,42.26822483383928,42.287230330617085,42.08767261445013,42.21120834350586,342200,3,3,40,10,1996
1996-10-04,42.38225664895463,42.7813720703125,42.26822367142381,42.7813720703125,754100,4,4,40,10,1996
1996-10-07,42.76238012557181,42.95243514835212,42.72436912101574,42.82889938354492,235100,7,0,41,10,1996
1996-10-08,42.84788804745775,42.990429258527136,42.58181112012823,42.657833099365234,386200,8,1,41,10,1996
1996-10-09,42.72436036965105,42.80038236319136,42.277731157601764,42.32524490356445,528800,9,2,41,10,1996
1996-10-10,42.32525559930619,42.48680237640278,42.192217076991355,42.23973083496094,1562200,10,3,41,10,1996
1996-10-11,42.40127794392904,42.76238250732422,42.40127794392904,42.76238250732422,331300,11,4,41,10,1996
1996-10-14,42.76238046536909,42.99044649451773,42.752877714154565,42.81939697265625,201600,14,0,42,10,1996
1996-10-15,43.25652559407552,43.25652559407552,42.54381921895345,42.76238250732422,776900,15,1,42,10,1996
1996-10-16,42.87640043424853,42.97142791748046,42.53430149461357,42.97142791748047,590100,16,2,42,10,1996
1996-10-17,43.104466159384735,43.19949364209943,42.90490844568388,43.0854606628418,792500,17,3,42,10,1996
1996-10-18,43.104458101280116,43.37053500313987,43.0094306363302,43.31351852416992,695800,18,4,42,10,1996
1996-10-21,43.3515506435991,43.56061116840383,43.14249011879437,43.25652313232422,879200,21,0,43,10,1996
1996-10-22,43.218488537948744,43.22799128388937,42.93340615973009,42.95241165161133,848900,22,1,43,10,1996
1996-10-23,42.85739436880362,43.11396857012462,42.68634490125629,43.09496307373047,735900,23,2,43,10,1996
1996-10-24,43.09497249508243,43.170994497278826,42.7053597338259,42.724365234375,379300,24,3,43,10,1996
1996-10-25,42.714868748982745,42.914426534016926,42.648349487304685,42.76238250732422,568300,25,4,43,10,1996
1996-10-28,42.80038459658356,43.01894783941692,42.458285607800924,42.477291107177734,975400,28,0,44,10,1996
1996-10-29,42.61033644593667,42.92392723601604,42.39177316800256,42.81939697265625,815900,29,1,44,10,1996
1996-10-30,42.95241759153072,42.95241759153072,42.629324184868764,42.67683792114258,495400,30,2,44,10,1996
1996-10-31,42.733858976797436,43.104466159384735,42.686345235440086,43.0854606628418,726300,31,3,44,10,1996
1996-11-01,43.17099849689107,43.27552875959541,42.733871943763845,42.93342971801758,821300,1,4,44,11,1996
1996-11-04,42.990424687126385,43.21849060058594,42.8953972231849,43.21849060058594,1608400,4,0,45,11,1996
1996-11-05,43.36104973299721,43.665137743397366,43.351546982672204,43.465579986572266,764000,5,1,45,11,1996
1996-11-06,43.54158762829951,44.32081289794608,43.50357663953626,44.30180740356445,1665000,6,2,45,11,1996
1996-11-07,44.16876146907141,44.57737952913382,44.111744995574334,44.40633010864258,1446300,7,3,45,11,1996
1996-11-08,44.415850759288254,44.662922244042534,44.24480126984298,44.653419494628906,1355700,8,4,45,11,1996
1996-11-11,44.54887951207659,44.71042621679188,44.5298740174042,44.60589599609375,655900,11,0,46,11,1996
1996-11-12,44.729444122314455,44.75795237223308,44.40635062323676,44.472869873046875,719900,12,1,46,11,1996
1996-11-13,44.52038793152024,44.73895120204852,44.40635492080984,44.67243194580078,481900,13,2,46,11,1996
1996-11-14,44.5108634194175,44.96699523925781,44.491857926924155,44.96699523925781,558800,14,3,46,11,1996
1996-11-15,45.08105291621802,45.309118951207324,44.83398137831295,45.0240364074707,2250900,15,4,46,11,1996
1996-11-18,45.10956082944755,45.15707458637766,44.84348379063893,45.033538818359375,1518200,18,0,47,11,1996
1996-11-19,45.09053623304162,45.366115906541765,45.0240170015071,45.35661315917969,1029300,19,1,47,11,1996
1996-11-20,45.347126762678975,45.62270653554521,45.195082750063115,45.43265151977539,730000,20,2,47,11,1996
1996-11-21,45.48965128485908,45.51815952673386,45.23307710798605,45.36611557006836,653000,21,3,47,11,1996
1996-11-22,45.43262243181671,45.7652184964713,45.43262243181671,45.71770477294922,965100,22,4,47,11,1996
1996-11-25,45.76523984711746,46.31639929710351,45.660709606602865,46.297393798828125,2058800,25,0,48,11,1996
1996-11-26,46.392445906775784,46.63951751545587,45.898302689415615,46.1453742980957,2861800,26,1,48,11,1996
1996-11-27,46.25936064534219,46.33538260203134,46.00278654151634,46.0598030090332,872000,27,2,48,11,1996
1996-11-29,46.221400870375135,46.35443944195927,46.13587607435676,46.23090362548828,1073400,29,4,48,11,1996
1996-12-02,46.17384451479546,46.297380217345854,45.850751138894445,46.2498664855957,1350600,2,0,49,12,1996
1996-12-03,46.25938980077023,46.57298056975655,45.461158752441406,45.461158752441406,1777800,3,1,49,12,1996
1996-12-04,45.537172534999094,45.65120552131378,45.06203509202122,45.584686279296875,2365100,4,2,49,12,1996
1996-12-05,45.51817525589347,45.69872751682499,45.328120244386604,45.461158752441406,1697700,5,3,49,12,1996
1996-12-06,44.54890407244631,45.46116831966365,44.187799474589454,45.195091247558594,3401800,6,4,49,12,1996
1996-12-09,45.42312984095042,45.86975894189701,45.35661061314987,45.86025619506836,1864600,9,0,50,12,1996
1996-12-10,45.955291443061704,46.02181068212321,45.59418700244211,45.641700744628906,1331600,10,1,50,12,1996
1996-12-11,44.77695023419853,45.38512612872075,44.58689526716034,45.22357940673828,1847900,11,2,50,12,1996
1996-12-12,45.480161370171444,45.537177870008684,44.3588368733724,44.472869873046875,2540200,12,3,50,12,1996
1996-12-13,44.434843412953775,44.7484340529511,44.03572805295718,44.58688735961914,1678300,13,4,50,12,1996
1996-12-16,44.7009291574745,44.81496214001908,43.8266762912994,44.01673126220703,1831100,16,0,51,12,1996
1996-12-17,43.883721929057096,44.567920278752226,43.712672341633315,44.36836242675781,2023200,17,1,51,12,1996
1996-12-18,44.62490507515754,44.862473777644546,44.558385838461184,44.719932556152344,1666800,18,2,51,12,1996
1996-12-19,45.11904958057423,45.68921448681569,44.938497360264435,45.641700744628906,2269300,19,3,51,12,1996
1996-12-20,45.913741855183325,46.276620846551246,45.684555123793054,45.741851806640625,1543200,20,4,51,12,1996
1996-12-23,45.8946620051758,45.96150816290286,45.42673890108641,45.62727737426758,1263700,23,0,52,12,1996
1996-12-24,45.741853339494256,45.961490631103516,45.71320499711044,45.961490631103516,633000,24,1,52,12,1996
1996-12-26,46.10476567219213,46.343502031306635,46.06656785473381,46.31485366821289,1384300,26,3,52,12,1996
1996-12-27,46.3148422649704,46.46763349718474,46.14295212872928,46.37213897705078,410400,27,4,52,12,1996
1996-12-30,46.5249028952725,46.5249028952725,45.932837218033804,45.97103500366211,694100,30,0,1,12,1996
1996-12-31,46.009256305605795,46.066553013333824,45.130706787109375,45.130706787109375,1378100,31,1,1,12,1996
1997-01-02,45.455376724494364,45.455376724494364,44.46223403975751,45.24528884887695,2031900,2,3,1,1,1997
1997-01-03,45.45537109628995,45.91374458633658,45.27393158981317,45.89464569091797,2123200,3,4,1,1,1997
1997-01-06,45.89464906841442,46.104736933479984,45.417176647810855,45.49357223510742,1374100,6,0,2,1,1997
1997-01-07,45.49357157532776,46.12383516138394,45.302582609856195,46.04743957519531,939000,7,1,2,1,1997
1997-01-08,46.295717043058644,46.31481593622822,45.64635467529297,45.64635467529297,1802200,8,2,2,1,1997
1997-01-09,45.87555201993443,46.3721233573692,45.79915642955986,46.028343200683594,1415700,9,3,2,1,1997
1997-01-10,45.378987392181244,46.60131701890666,45.378987392181244,46.52492141723633,2369500,10,4,2,1,1997
1997-01-13,46.75412479726041,46.75412479726041,46.22890484957876,46.458091735839844,1364600,13,0,3,1,1997
1997-01-14,46.868694486629664,47.29841968057798,46.75410110157678,47.040584564208984,2111200,14,1,3,1,1997
1997-01-15,46.88779707502242,47.18383000971197,46.6777091858879,46.925994873046875,1583900,15,2,3,1,1997
1997-01-16,47.078779898629186,47.24112051896929,46.75409865794899,47.11697769165039,1308400,16,3,3,1,1997
1997-01-17,47.18380895686861,47.51803954045298,47.126512285397,47.403446197509766,1604000,17,4,3,1,1997
1997-01-20,47.5180281641018,47.72811590920032,47.34613819083937,47.460731506347656,1889900,20,0,4,1,1997
1997-01-21,47.288871067679096,48.00507973691899,47.12653043598472,47.84273910522461,2785800,21,1,4,1,1997
1997-01-22,47.86185730198192,48.18653869628906,47.59447262431721,48.18653869628906,1201600,22,2,4,1,1997
1997-01-23,48.320208623094956,48.702186556874366,47.00238475155601,47.5180549621582,2601100,23,3,4,1,1997
1997-01-24,47.59445502936646,47.61355392785337,46.90689468383789,46.90689468383789,2176000,24,4,4,1,1997
1997-01-27,46.98330802496914,47.20294544053302,46.67772553374983,46.77322006225586,2108500,27,0,5,1,1997
1997-01-28,47.441663841471225,47.575356130879555,46.44852112015218,46.90689468383789,4376000,28,1,5,1,1997
1997-01-29,46.98327559809531,47.36525344848633,46.81138556541935,47.36525344848633,1122700,29,2,5,1,1997
1997-01-30,47.59445104781229,47.99552788248487,47.30796759447474,47.9764289855957,2126300,30,3,5,1,1997
1997-01-31,48.24382500099252,48.53030852237609,47.90004477533224,47.91914367675781,3208100,31,4,5,1,1997
1997-02-03,48.11011372033204,48.21515763675198,47.890476440544894,48.0623664855957,755000,3,0,6,2,1997
1997-02-04,48.12921551166552,48.406149489808044,47.93822656122241,48.358402252197266,654100,4,1,6,2,1997
1997-02-05,48.425269349716785,48.568511124563116,47.136093376099794,47.45122528076172,2255400,5,2,6,2,1997
1997-02-06,47.53714020983403,47.79497524110472,47.30795351537119,47.766326904296875,2483100,6,3,6,2,1997
1997-02-07,48.16741716433794,48.43480171640009,47.53715357733431,48.41570281982422,2321000,7,4,6,2,1997
1997-02-10,48.43479350039513,48.60668354042019,47.928672826988006,47.95732116699219,1670000,10,0,7,2,1997
1997-02-11,48.14831332409476,48.511192321777344,47.747236537182424,48.511192321777344,1664300,11,1,7,2,1997
1997-02-12,48.51120818475759,49.284713669593295,48.4443620317471,49.198768615722656,2675400,12,2,7,2,1997
1997-02-13,49.389747988793154,49.84812152001165,49.31335240025674,49.73352813720703,1104800,13,3,7,2,1997
1997-02-14,49.61892700195312,49.790817049303996,49.44703695460225,49.618927001953125,1112900,14,4,7,2,1997
1997-02-18,49.714427039459466,50.07730606894457,49.35154800997436,50.03910827636719,833100,18,1,8,2,1997
1997-02-19,49.90540286017426,50.115490664024975,49.59982060002777,49.704864501953125,648100,19,2,8,2,1997
1997-02-20,49.52343573879982,49.723974140364575,48.98866666796049,49.1032600402832,1193900,20,3,8,2,1997
1997-02-21,49.14148965482578,49.361127094013696,48.97914893890429,49.12239074707031,1844400,21,4,8,2,1997
1997-02-24,48.874062732179844,49.73351283884186,48.874062732179844,49.704864501953125,787300,24,0,9,2,1997
1997-02-25,49.75263340364699,49.829029001963534,49.42795211080169,49.74308395385742,1653900,25,1,9,2,1997
1997-02-26,49.69532854273227,49.77172412850127,48.66398813485082,49.25605392456055,1597800,26,2,9,2,1997
1997-02-27,49.38973630842462,49.38973630842462,48.51118724802728,48.52073669433594,1813100,27,3,9,2,1997
1997-02-28,48.434787670426154,48.81676549117084,48.32019432420275,48.37749099731445,2961200,28,4,9,2,1997
1997-03-03,48.12921591366038,48.740380560183056,48.09101812325272,48.70218276977539,1210400,3,0,10,3,1997
1997-03-04,48.83589138668795,48.96958369787559,48.33931994513382,48.434814453125,1478700,4,1,10,3,1997
1997-03-05,48.721284824177566,49.25605392456054,48.55894420441845,49.25605392456055,1254800,5,2,10,3,1997
1997-03-06,49.27514866250168,49.44703871597552,48.81677518657143,48.969566345214844,1528500,6,3,10,3,1997
1997-03-07,49.16056214145679,49.599836783746426,49.04596875651167,49.40884780883789,1859300,7,4,10,3,1997
1997-03-10,49.466141260755634,49.924514770507805,49.22740505775971,49.92451477050781,1074900,10,0,11,3,1997
1997-03-11,49.962690511850205,49.99133884356572,49.657108306884766,49.657108306884766,624600,11,1,11,3,1997
1997-03-12,49.69531052529835,49.714409414816146,49.074596615970066,49.217838287353516,1055600,12,2,11,3,1997
1997-03-13,49.04596130106456,49.17965356317805,48.320203306734165,48.453895568847656,2514100,13,3,11,3,1997
1997-03-14,48.67353442696964,48.912270617017555,48.43479823692172,48.70218276977539,1642700,14,4,11,3,1997
1997-03-17,48.434792087093946,48.91226440656451,47.93822087484456,48.83586883544922,3013500,17,0,12,3,1997
1997-03-18,48.89319313352441,48.96003929601165,48.11013808724531,48.31067657470703,1352500,18,1,12,3,1997
1997-03-19,48.18649413196968,48.587570777538986,47.70902193486336,48.14829635620117,1510000,19,2,12,3,1997
1997-03-20,48.12924179734225,48.28203304114334,47.59447244403845,47.900054931640625,1808200,20,3,12,3,1997
1997-03-21,48.2752139908384,48.313558084556306,48.064321475389946,48.1218376159668,2810600,21,4,12,3,1997
1997-03-24,48.16017306164815,48.82160855950916,47.910936497236754,48.792850494384766,2145600,24,0,13,3,1997
1997-03-25,48.67781786388821,49.061258729298906,48.1793447388543,48.31354904174805,2125800,25,1,13,3,1997
1997-03-26,48.50523821688697,48.869506804286516,48.27517384589778,48.524410247802734,1335300,26,2,13,3,1997
1997-03-27,48.69697347863928,48.69697347863928,46.722253687970046,47.239898681640625,2898500,27,3,13,3,1997
1997-03-31,47.18238797986488,47.31659225286734,46.166269912846246,46.242958068847656,4270700,31,0,14,3,1997
1997-04-01,46.1662568867268,46.7414178944518,46.041638668386376,46.54011154174805,3210900,1,1,14,4,1997
1997-04-02,46.396324234520826,46.588044582597355,45.66778691183,45.70613098144531,2672700,2,2,14,4,1997
1997-04-03,45.66777614359563,46.08956080990927,45.51439990129976,45.95535659790039,2284200,3,3,14,4,1997
1997-04-04,45.706161492736335,46.540145563597925,45.49526896907019,46.53055953979492,3706700,4,4,14,4,1997
1997-04-07,46.74141979471947,47.00982827590325,46.71266174316406,46.71266174316406,2596200,7,0,15,4,1997
1997-04-08,46.70308295438809,47.10569573847764,46.530534618349705,47.048179626464844,1822700,8,1,15,4,1997
1997-04-09,47.23989108359118,47.26864913416967,46.530525835988556,46.664730072021484,2453200,9,2,15,4,1997
1997-04-10,46.68393850424855,46.961933209920666,46.434701871577,46.492218017578125,1996500,10,3,15,4,1997
1997-04-11,46.051239393841875,46.204615711556585,45.01594924926758,45.01594924926758,4221600,11,4,15,4,1997
1997-04-14,45.236398170665176,45.67735479618978,44.97757580350943,45.61983871459961,3988500,14,0,16,4,1997
1997-04-15,46.166282515092334,46.40593306801536,45.70615345348011,46.39634704589844,2760400,15,1,16,4,1997
1997-04-16,46.24296912025003,47.00026484174666,46.16628094592126,46.933162689208984,2273300,16,2,16,4,1997
1997-04-17,46.933175566550446,47.23992834803117,46.62642278506973,46.741455078125,1386000,17,3,16,4,1997
1997-04-18,47.12486524309431,47.23031144278391,46.77976858956474,46.97148895263672,1702100,18,4,16,4,1997
1997-04-21,47.086514813839266,47.18237498243421,46.300461431360674,46.664730072021484,2809400,21,0,17,4,1997
1997-04-22,46.693506431387895,47.690452575683594,46.6264042870603,47.690452575683594,3215000,22,1,17,4,1997
1997-04-23,47.64252023045797,47.872584714468225,47.35493962544514,47.738380432128906,2047700,23,2,17,4,1997
1997-04-24,47.88215512873306,48.0259453843749,47.16320385052385,47.498714447021484,2689900,24,3,17,4,1997
1997-04-25,47.27826394407834,47.364538148355855,46.885237013480776,46.95233917236328,1606200,25,4,17,4,1997
1997-04-28,46.93315172021899,47.73837736247765,46.856463563813406,47.412452697753906,1666500,28,0,18,4,1997
1997-04-29,48.217651519715574,48.94618860033155,48.03551724956158,48.90784454345703,3197400,29,1,18,4,1997
1997-04-30,48.620290588783746,49.5022043770661,48.601118549908044,49.137935638427734,3372200,30,2,18,4,1997
1997-05-01,49.214618074893956,49.40633844137192,48.65862901210785,49.080413818359375,2149500,1,3,18,5,1997
1997-05-02,49.25299079877453,50.10614692588449,49.11878646417297,49.96235656738281,1448300,2,4,18,5,1997
1997-05-05,50.096535076444475,51.26602938936568,49.87605664040195,51.150997161865234,3636200,5,0,19,5,1997
1997-05-06,50.90177080994339,51.2085234777246,50.614190183898515,51.11266326904297,1721100,6,1,19,5,1997
1997-05-07,50.920936912115366,50.920936912115366,49.94316289761315,50.00067901611328,2327200,7,2,19,5,1997
1997-05-08,49.88564665736992,51.055141064018486,49.8089584995569,50.34577560424805,2923700,8,3,19,5,1997
1997-05-09,50.90175696472538,50.997617147333145,50.096531430820114,50.69086456298828,2558200,9,4,19,5,1997
1997-05-12,50.88261238166264,51.68783835002354,50.84426828793117,51.534461975097656,2357900,12,0,20,5,1997
1997-05-13,51.49611102087444,51.59197124243228,50.93053571368315,51.32356262207031,1195100,13,1,20,5,1997
1997-05-14,51.678225574877445,51.84118788887724,51.18933863287805,51.419403076171875,2772000,14,2,20,5,1997
1997-05-15,51.41937647501628,51.89867715058503,51.237242218300146,51.76447296142578,884100,15,3,20,5,1997
1997-05-16,51.61112288483273,51.72615510522983,50.92092956245013,51.05513381958008,1934200,16,4,20,5,1997
1997-05-19,51.11262070610477,51.47688919575818,50.95924449993492,51.20848083496094,1375800,19,0,21,5,1997
1997-05-20,51.09349152356485,51.95623340670197,50.7675668121575,51.82202911376953,1756400,20,1,21,5,1997
1997-05-21,51.95622196275303,52.13835632018703,51.323544721140166,51.70698547363281,1208000,21,2,21,5,1997
1997-05-22,51.76452653748648,51.82204267808369,51.266053318977356,51.534461975097656,907600,22,3,21,5,1997
1997-05-23,51.76448885295122,52.28213374148073,51.63028462259172,52.01372528076172,644400,23,4,21,5,1997
1997-05-27,51.76449578239004,52.47386109496353,51.69739365822768,52.22462463378906,1531000,27,1,22,5,1997
1997-05-28,52.2246395788303,52.42594600892491,51.85078478008317,52.21505355834961,716700,28,2,22,5,1997
1997-05-29,52.20544593085433,52.30130609598627,51.84117730335296,51.90827941894531,1282700,29,3,22,5,1997
1997-05-30,51.05513108839683,52.49303376644029,50.997614981275085,52.243797302246094,2143300,30,4,22,5,1997
1997-06-02,52.35882187311473,52.454682037657236,51.97538121494472,52.01372528076172,1479100,2,0,23,6,1997
1997-06-03,51.7836818455239,52.41635918758325,51.74533776418697,51.8411979675293,1562100,3,1,23,6,1997
1997-06-04,51.86036430169634,51.99456857160831,51.58236974259298,51.78367614746094,1063100,4,2,23,6,1997
1997-06-05,51.89869562315792,52.33965240163322,51.79324943700078,51.97538375854492,1180800,5,3,23,6,1997
1997-06-06,51.89870241167922,53.029852556595756,51.89870241167922,52.99150848388672,1511100,6,4,23,6,1997
1997-06-09,53.029865166023534,53.2982737388089,52.97234904328381,53.25992965698242,1823400,9,0,24,6,1997
1997-06-10,53.27910321323102,53.6241999594844,53.06821075718728,53.42289352416992,1217500,10,1,24,6,1997
1997-06-11,53.37494847085627,53.62418494000897,53.26950227236859,53.5474967956543,1673800,11,2,24,6,1997
1997-06-12,53.91178037042487,54.60197386023116,53.720059956589786,54.582801818847656,4273300,12,3,24,6,1997
1997-06-13,54.64030258832431,55.21546366820141,54.54444240834479,55.04291534423828,2132900,13,4,24,6,1997
1997-06-16,55.06208038330078,55.21545665177795,54.88953208126398,55.06208038330078,800400,16,0,25,6,1997
1997-06-17,54.87037274029464,55.35925970915471,54.56362013238245,54.98540496826172,2048100,17,1,25,6,1997
1997-06-18,54.67863845558247,54.98539098548756,54.58277828998713,54.793670654296875,1971900,18,2,25,6,1997
1997-06-19,54.97580464020436,55.522207580830624,54.83201439267113,55.35924530029297,2029900,19,3,25,6,1997
1997-06-20,55.39197598172382,55.64218296148838,55.12252231120814,55.17063903808594,1396900,20,4,25,6,1997
1997-06-23,55.06477292401474,55.37271992393932,53.794491549325826,53.832984924316406,3991500,23,0,26,6,1997
1997-06-24,54.35265803636367,55.353486017203224,54.19868450084989,55.19951248168945,4895100,24,1,26,6,1997
1997-06-25,55.112868217939734,55.58441187826435,54.16015755728389,54.814544677734375,4708900,25,2,26,6,1997
1997-06-26,54.71834810535589,55.19951542953243,54.006220465574614,54.545127868652344,2569900,26,3,26,6,1997
1997-06-27,54.795310232635124,55.25723065609253,54.6220900738386,54.75681686401367,2617900,27,4,26,6,1997
1997-06-30,54.756853936499766,55.103294488646334,54.12171292423105,54.39116668701172,2384900,30,0,27,6,1997
1997-07-01,54.50663022404578,55.16101773379774,54.439266803924255,55.02629089355469,1749000,1,1,27,7,1997
1997-07-02,55.16101013309612,55.93087768554687,54.949296556172165,55.930877685546875,1961800,2,2,27,7,1997
1997-07-03,56.585283531919266,56.75850378762922,56.33507649589377,56.70076370239258,2539100,3,3,27,7,1997
1997-07-07,56.89321197174868,56.97019872678487,55.988617600073376,56.12334442138672,1158600,7,0,28,7,1997
1997-07-08,56.200335632251715,56.77773634080225,56.16184225168168,56.71037292480469,3396500,8,1,28,7,1997
1997-07-09,56.854725585707094,56.89321896795876,55.449717133521375,56.08485794067383,5390300,9,2,28,7,1997
1997-07-10,56.12337693819464,56.56605103612964,55.72881959003518,56.33509063720703,2072200,10,3,28,7,1997
1997-07-11,56.41206956031495,56.77775680755002,56.27734267975466,56.527549743652344,2258900,11,4,28,7,1997
1997-07-14,56.59490687945871,56.854737263023644,56.1811029352627,56.70076370239258,3186400,14,0,29,7,1997
1997-07-15,56.8547483583996,57.133825491506165,56.335087489856335,56.98947525024414,2983100,15,1,29,7,1997
1997-07-16,57.35514411926269,57.95179159164429,57.21079392433166,57.74007797241211,2621300,16,2,29,7,1997
1997-07-17,57.66312211897704,57.778602336838816,57.14346113859908,57.45140838623047,1794800,17,3,29,7,1997
1997-07-18,57.28778571827902,57.412889231522364,56.0848673217084,56.229217529296875,3961900,18,4,29,7,1997
1997-07-21,56.21958387558955,56.41205078375658,55.85389675007219,56.23883056640625,3810300,21,0,30,7,1997
1997-07-22,56.46980634111626,57.76895832749163,56.43131294892736,57.730464935302734,4243400,22,1,30,7,1997
1997-07-23,57.85555129867416,58.1923683804196,57.60534432366326,57.68233108520508,3204300,23,2,30,7,1997
1997-07-24,57.855575437365246,58.057665770729294,57.08570750074029,57.95180892944336,4152700,24,3,30,7,1997
1997-07-25,58.24050101587328,58.39447458101769,57.66310014658174,57.913307189941406,2364800,25,4,30,7,1997
1997-07-28,58.048002729552266,58.24046958210383,57.5860822834285,57.87478256225586,2794700,28,0,31,7,1997
1997-07-29,57.66309163741888,58.18275234309655,57.537988134200184,58.0672721862793,2737100,29,1,31,7,1997
1997-07-30,58.20196661151044,58.89484716640938,58.144226565268866,58.7601203918457,4839800,30,2,31,7,1997
1997-07-31,58.76015936554456,59.14509326246919,58.52919902738978,58.70241928100586,2138700,31,3,31,7,1997
1997-08-01,58.817891264683794,58.952618109858136,57.77856988762459,58.47145080566406,7077700,1,4,31,8,1997
1997-08-04,58.37518984819038,58.846733584187966,58.14422965096708,58.625396728515625,2339500,4,0,32,8,1997
1997-08-05,58.56771074004687,58.93339805653089,58.452230534841384,58.663944244384766,1466700,5,1,32,8,1997
1997-08-06,58.77939344282612,59.45302761784214,58.5484331542492,59.14508056640625,2478200,6,2,32,8,1997
1997-08-07,59.433793685162655,59.51078046454758,58.58693911192847,58.70241928100586,3641900,7,3,32,8,1997
1997-08-08,58.086525606821816,58.35597933727096,56.912477209864846,57.509124755859375,7113100,8,4,32,8,1997
1997-08-11,57.740047366120095,58.067240967861444,57.04716679772665,57.93251419067383,6355900,11,0,33,8,1997
1997-08-12,58.02880705731048,58.23089743014689,56.950991735516325,57.008731842041016,6132500,12,1,33,8,1997
1997-08-13,57.70161570527373,57.79784922045931,56.3350997896385,56.835514068603516,6982300,13,2,33,8,1997
1997-08-14,57.33588048031455,57.47060728909676,56.48902625368352,57.04718017578125,3462700,14,3,33,8,1997
1997-08-15,56.739255571215985,56.739255571215985,55.19952000618977,55.295753479003906,4907100,15,4,33,8,1997
1997-08-18,55.66144836862192,56.52754974365234,55.02630736026627,56.527549743652344,5638900,18,0,34,8,1997
1997-08-19,56.79699664403196,57.22042393178821,56.3735693562757,57.18193054199219,3802800,19,1,34,8,1997
1997-08-20,57.239624542013715,58.08647843570861,57.03753440829107,58.0479850769043,3564600,20,2,34,8,1997
1997-08-21,57.97104985948113,58.048036645483094,56.72001458694916,57.02796173095703,5392600,21,3,34,8,1997
1997-08-22,56.04639673329623,57.114588704002934,55.776942902847686,57.008731842041016,8087800,22,4,34,8,1997
1997-08-25,57.143445257007855,57.52837920956432,56.56604432817315,56.79700469970703,3888000,25,0,35,8,1997
1997-08-26,56.662247588402835,57.00868796088628,55.8635100629549,55.95974349975586,4290000,26,1,35,8,1997
1997-08-27,56.04638943142361,56.643037121112535,55.68070213774331,56.29659652709961,5484300,27,2,35,8,1997
1997-08-28,56.161841049684334,56.62376160663856,55.43046683450682,55.44009017944336,4287900,28,3,35,8,1997
1997-08-29,55.507453026778144,56.113723751585184,55.25724606098476,55.66142654418945,2652300,29,4,35,8,1997
1997-09-02,55.853900868542944,57.49949305471125,55.796160791835284,57.47062301635742,7294000,2,1,36,9,1997
1997-09-03,57.46099383485839,57.89404436618792,57.12417675493542,57.16267013549805,2812500,3,2,36,9,1997
1997-09-04,57.31665246324741,57.720833021248815,57.12418553086578,57.52836608886719,2473700,4,3,36,9,1997
1997-09-05,57.87481789668121,58.163518351769405,57.027963228422486,57.36478042602539,3663300,5,4,36,9,1997
